Gym Name,Latitude,Longitude
Myddleton Road Outdoor Gym,51.6065249,-0.1158644
MYPT Academy,51.3729865,-0.0979385
MYPT Cycle,51.3731754,-0.0980882
MYPT Therapy,51.3730003,-0.0978211
N4 workout,51.5740223,-0.1128196
New Barnet Leisure Centre,51.6528956,-0.1691914
New City Fitness,51.5305001,-0.0786098
Norman Booth Building,51.5963018,0.0902252
North Gym,51.4291502,-0.3717936
North London Boxing Club,51.6320784,-0.1282956
Novo Armory,51.4863293,0.0153317
Novo Gym,51.4860486,0.00842
Nuffield Health Fitness & Wellbeing,51.6486274,-0.0810842
Nuffield Health Fitness & Wellbeing,51.617054,-0.0055542
Nuffield Health Fitness & Wellbeing,51.5573716,0.0733804
Nuffield Health Fitness & Wellbeing,51.5371752,-0.101612
Nuffield Health Fitness & Wellbeing,51.523972,-0.1181935
Nuffield Health Fitness & Wellbeing,51.5207346,-0.0963974
Nuffield Health Fitness & Wellbeing,51.5191877,-0.1798674
Nuffield Health Fitness & Wellbeing,51.5139386,-0.1239584
Nuffield Health Fitness & Wellbeing,51.5125848,-0.4443462
Nuffield Health Fitness & Wellbeing,51.5096752,-0.0914835
Nuffield Health Fitness & Wellbeing,51.5006021,-0.01712
Nuffield Health Fitness & Wellbeing,51.497062,-0.0159081
Nuffield Health Fitness & Wellbeing,51.4770463,-0.2222436
Nuffield Health Fitness & Wellbeing,51.4563514,-0.1947233
Nuffield Health Fitness & Wellbeing,51.4510126,-0.3426914
Nuffield Health Fitness & Wellbeing,51.4472135,-0.1944599
Nuffield Health Fitness & Wellbeing,51.4230473,0.0876679
Nuffield Health Fitness & Wellbeing,51.4197623,-0.2045963
Nuffield Health Fitness & Wellbeing,51.4155435,-0.3031612
Nuffield Health Fitness & Wellbeing,51.4141907,-0.1801802
Nuffield Health Fitness & Wellbeing,51.3565866,-0.1157078
Nuffield Health Gym,51.3910516,0.0197157
NXT Phase,51.5344623,-0.1971582
Oakley Fitness,51.3892695,0.072708
Odyssey Gym,51.491812,-0.0259487
Old Master Gym,51.5801515,-0.2479152
Oliveira Team Brazilian Jiu Jitsu,51.4890766,-0.1124436
One One One Pilates,51.4844343,0.0019358
Orange Theory Fitness,51.5449561,-0.1035093
Orange Theory Fitness,51.4562521,-0.1929056
Origin Health & Fitness,51.5236607,0.1761519
Outdoor Gym,51.6359556,-0.1520486
Outdoor Gym,51.613352,-0.0150963
Outdoor gym,51.5322284,-0.1318529
Outdoor gym,51.5298813,-0.0618853
Outdoor Gym,51.5200854,0.2176133
Outdoor gym,51.4980287,-0.0890262
Outdoor gym,51.4826723,-0.089771
Override Spin Studio,51.6115609,-0.1754068
Oxbow Gym,51.5134435,-0.0002247
Oxleas Wood Gym,51.4668893,0.0704222
Ozone Health and Fitness Club,51.5263153,-0.1133519
Paddington Recreation Ground Fitness Suite,51.5308272,-0.1905766
Palewell Common Outdoor Gym,51.4590804,-0.2591315
Paper Dress Yoga,51.5474134,-0.054528
Park View Health Clubs,51.6179595,-0.1083136
Park View Healthclubs,51.6060298,-0.1872506
Parkour Generations,51.510003,-0.0048702
Parkour Generations,51.4994626,-0.019678
Patello Brazilian Jiu Jitsu,51.3585959,-0.2999906
Paul May Fitness,51.4644178,-0.2697835
Pause,51.5653881,-0.0105304
Peacock Gym,51.5097388,0.0135065
Pembury Outdoor Gym,51.5508087,-0.0574539
Perfect Timing Academy,51.6171164,-0.1770084
Performance 360,51.4182294,-0.0815642
Performance RX,51.5423227,-0.1797374
pH.7,51.5805123,-0.154494
Phoenix Fitness Centre and Janet Adegoke Swimming Pool,51.5128859,-0.236308
Phoenix Gym,51.5068235,0.0732062
Physical Culture Gymnasium,51.4617632,-0.2104237
Physical Culture Gymnasium,51.4617606,-0.2104264
Pilates Body Studio,51.4410033,0.1511022
Pilates in Surbiton,51.3982504,-0.2803864
pilates living N16,51.558773,-0.0870866
Pilates Tonic,51.5350926,-0.1823254
Pilates Vibes,51.5080991,0.0720017
Pilates West,51.4968469,-0.231808
Pineapple studios,51.5133603,-0.125282
powerhousefitness.co.uk,51.5089528,-0.1253624
Powervibe Fitness Studio,51.5175218,-0.2036157
Powerwave,51.4677631,-0.2534108
Progressive Fitness UK,51.4142332,0.0197548
ProtoFit,51.6332566,-0.1268666
Proud Active,51.5298459,-0.0563374
Psycle,51.524115,-0.0746818
Psycle,51.51759,-0.1423178
Psycle,51.5155014,-0.190089
Psycle,51.4940084,-0.1481489
Psycle,51.4608214,-0.1680544
pure gym,51.5390531,-0.1429347
PureGym,51.6498464,-0.1726425
PureGym,51.6488455,-0.0567177
PureGym,51.6333838,-0.1263511
PureGym,51.6126089,-0.1770669
PureGym,51.5947851,-0.1859564
PureGym,51.5898007,-0.1414872
PureGym,51.5817327,-0.1206387
PureGym,51.567397,0.011287
PureGym,51.5629013,-0.1074707
PureGym,51.5595838,-0.123347
PureGym,51.5539656,-0.1453889
PureGym,51.5457268,-0.178679
PureGym,51.5422991,0.0008007
PureGym,51.5417192,-0.3675832
PureGym,51.5321508,-0.0418419
PureGym,51.5307256,0.1463063
PureGym,51.5305089,-0.0747932
PureGym,51.524946,-0.2813529
PureGym,51.5241405,-0.1372319
PureGym,51.5222629,-0.1076707
PureGym,51.5220326,-0.1612214
PureGym,51.5207604,-0.1180955
PureGym,51.5171797,-0.098326
PureGym,51.5170257,-0.0881139
PureGym,51.5157526,0.0820895
PureGym,51.5145187,-0.0771143
PureGym,51.5124534,-0.036755
PureGym,51.5122137,-0.3029263
PureGym,51.5104589,-0.0045703
PureGym,51.5084779,-0.1333071
PureGym,51.5082023,-0.2770055
PureGym,51.5080077,-0.0235601
PureGym,51.5038647,-0.1095356
PureGym,51.5008338,-0.09079
PureGym,51.49757,-0.1417952
PureGym,51.4940378,-0.0614637
PureGym,51.4940301,-0.2241035
PureGym,51.4913035,0.0719932
PureGym,51.4892745,0.0265129
PureGym,51.4806815,-0.1975072
PureGym,51.4778293,-0.0814449
PureGym,51.477345,-0.0166539
PureGym,51.476214,-0.0183531
PureGym,51.4756976,-0.1315226
PureGym,51.4745383,-0.0941422
PureGym,51.4656336,-0.2625826
PureGym,51.4630262,-0.1342056
PureGym,51.462724,-0.1338614
PureGym,51.4627067,-0.0097611
PureGym,51.4619994,0.0264098
PureGym,51.4603329,-0.2140768
PureGym,51.4569187,-0.1921027
PureGym,51.4504139,0.1798482
PureGym,51.4471154,-0.0189162
PureGym,51.4453396,-0.3301083
PureGym,51.433771,-0.1285476
PureGym,51.427545,-0.0562303
PureGym,51.4193059,-0.1997682
PureGym,51.4099973,-0.3010302
PureGym,51.4017312,0.0163031
PureGym,51.3767554,0.1016581
PureGym,51.3737483,-0.1019285
PureGym,51.3633601,-0.192312
PureGym London Bayswater,51.5129341,-0.1900803
Push Studios,51.4563562,-0.0768193
Putney Jiu Jitsu and Fitness,51.4674751,-0.2194515
QMotion Sport & Fitness Centre,51.5232056,-0.0430848
Raw Gym,51.5733118,-0.0154319
Ray Stevens Academy,51.4005628,-0.2385101
Rayners Mead Outdoor Gym,51.5790276,-0.3685871
Re:form,51.4722585,-0.2468612
Red Sun Fitness,51.5260182,-0.0474455
Redbridge Sports & Leisure,51.5975883,0.0904957
Regal Boxing,51.5464997,0.0295947
Resident's Gym,51.5085392,0.0187645
Resident's Gym,51.5080603,0.0064998
Residents Gymnasium,51.5074817,0.0221996
Results,51.5983427,-0.1386602
Retreat Yoga Studio,51.475992,-0.035
Retrofit London,51.4938619,-0.1772127
Revive,51.4372263,-0.1570759
Richmond Gymnastics Association,51.4738548,-0.2761426
Richmond Hill Health Club,51.4589627,-0.3052278
Richmond Olympus,51.4662837,-0.301958
Ride Reshape,51.5079937,-0.1057608
Rize,51.4554049,-0.3203685
Roehampton Sport and Fitness Centre,51.4493564,-0.2433004
Royal Arsenal Gym,51.4929037,0.0726442
Royal Wharf Clubhouse,51.4996144,0.027095
Rumble,51.5450454,-0.0740895
Rumble,51.5205008,-0.1411306
Sapphire Ice & Leisure Centre,51.5771339,0.1852868
Score Leisure Centre,51.5587644,-0.0131914
Scott's Personal Training,51.4893086,-0.2874472
Sculpt & Sweat Studio,51.5082844,0.0158217
Shakti Space,51.5107794,0.0115778
Shanti Sadan,51.5124843,-0.2005666
Short Breaks Urban Gym,51.5200448,-0.0338264
Silkworks Gym,51.4677578,-0.0147604
Simply Gym Uxbridge,51.5487323,-0.4821902
Sivananda Yoga Vedanta Centre,51.4655453,-0.2180719
Six3Nine,51.5187911,-0.0771705
Sky Health & Fitness Centre,51.4887261,-0.3265193
Sleven,51.4882486,-0.1226693
Snap Fitness,51.4931257,-0.2701749
Snap Fitness,51.4914827,-0.1034369
Snap Fitness,51.4862113,0.0070231
Snap Fitness,51.4506194,0.0562133
Snap Fitness,51.4230479,-0.1608744
Snap Fitness,51.3606556,-0.1498682
Soho Fitness Lab,51.5142823,-0.1340585
Soho Gym,51.5157549,-0.1223839
Soho Gyms,51.5222622,-0.1077904
Soho Gyms,51.4918162,-0.1926741
solo60,51.4895845,-0.1214705
South Kilburn Open Space Outdoor Gym,51.5320449,-0.1980228
South Norwood Leisure Centre,51.3936217,-0.0676623
Spartac Acrobatics and Gymnastics Club,51.4466089,-0.3962374
Sportsdock at UEL,51.5075807,0.0682869
static,51.4821759,-0.1357893
Station Gym,51.5595111,-0.4115729
Stepney Green Outdoor Gym,51.5172886,-0.0462974
Stonebridge Boxing Club,51.5539196,-0.2899219
Stones Gym,51.4077075,-0.1020129
Stratford Padel Club,51.5346,-0.0057857
Strength Ambassadors,51.5292709,0.010343
Strong + Bendy,51.5445333,-0.0284792
Strongher Space,51.5238736,-0.0574012
Studio 17,51.4556849,-0.3097012
Studio Anatomy,51.5380244,-0.0565976
Studio Lagree,51.5137596,-0.2266573
Studio M,51.5631309,0.0092433
Studio Society,51.555019,-0.1972338
Studio23 Gym,51.5989204,0.0982701
Surge,51.4943546,-0.2240935
Surge,51.4582433,-0.3059532
Surrey Docks Fitness & Water Sports Centre,51.4937094,-0.0394529
Sutton United Gym,51.3602341,-0.2055123
SW14 Women's Fitness,51.4661744,-0.2671147
Sweatbox Sauna & Gym,51.5150163,-0.1387658
Sylvestrian Leisure Centre,51.5863245,0.0087638
Syngergy Fitness,51.5983396,0.100796
Tai Chi Centre,51.5120635,-0.0381246
Tailored Wellness,51.49359,-0.1796219
Target Fit,51.5798828,0.0241395
TBF Women Only Gym,51.5390779,0.1286661
Techno Gym,51.507497,-0.141763
Teddington Pools and Fitness Centre,51.4282025,-0.3314521
Temple of Strength,51.4178016,-0.058822
Tempo 301,51.4941036,-0.0972194
Tempo Pilates,51.5444042,-0.0585604
Ten,51.5367131,-0.1277343
Ten Health & Fitness,51.5195758,-0.141201
TGO Outdoor Gym,51.514918,-0.0505932
The 1 on 1 Fitness Studio,51.570097,0.0143319
The Bath & Racquets Club,51.5125258,-0.1466354
The Body Factory,51.6684206,-0.016216
The Body People,51.5450465,-0.0200884
The Cabin,51.468622,-0.2544994
The Clock Notting Hill,51.5161777,-0.2059575
The Compound,51.5304761,0.0285725
The Dojo,51.5356178,-0.2269452
The Fitness Mosaic,51.5439611,-0.1515598
The Fitness Space,51.6075761,-0.0023253
The Font Climbing Centre,51.5072859,-0.0968234
The Form Room,51.549162,-0.1407624
The Fort Gym,51.4656068,-0.1932395
The Garage Studio,51.4671716,-0.2664646
The Good Rooms,51.590958,-0.1410396
The Gym,51.6055727,-0.0670794
The Gym,51.5972343,-0.1080958
The Gym,51.594966,-0.3354554
The Gym,51.5938703,-0.1073957
The Gym,51.5915561,-0.2565785
The Gym,51.5885007,-0.0591727
The Gym,51.5806865,-0.3406211
The Gym,51.5764229,-0.0976492
The Gym,51.5708407,-0.0938396
The Gym,51.5674284,0.117563
The Gym,51.5568944,0.070803
The Gym,51.5564589,-0.0069212
The Gym,51.5551112,-0.1969605
The Gym,51.5465045,-0.1188076
The Gym,51.5448026,-0.4782222
The Gym,51.5373316,0.0789928
The Gym,51.532534,0.1357542
The Gym,51.5309828,0.0190049
The Gym,51.5300613,-0.1030614
The Gym,51.5254483,-0.0097845
The Gym,51.5242385,-0.1248796
The Gym,51.5211159,-0.0517993
The Gym,51.5152565,0.0092916
The Gym,51.5115344,-0.3161484
The Gym,51.5071662,-0.1249177
The Gym,51.4856666,-0.0943986
The Gym,51.485212,-0.126699
The Gym,51.4842153,-0.2021444
The Gym,51.4812772,-0.0125938
The Gym,51.4764349,-0.1171642
The Gym,51.4661794,-0.0171698
The Gym,51.4559666,0.144437
The Gym,51.4558097,-0.1928472
The Gym,51.4453147,-0.2058191
The Gym,51.4442048,-0.4055627
The Gym,51.4363836,-0.0205592
The Gym,51.43024,-0.174035
The Gym,51.4261168,-0.1314757
The Gym,51.415731,-0.1788551
The Gym,51.4101479,-0.3016816
The Gym,51.3926374,-0.3058702
The Gym,51.3805698,-0.1053581
The Gym,51.3741299,-0.0958811
The Gym,51.3688843,-0.1955396
The Gym Cafe,51.4359736,-0.055084
The Gym Factory,51.5508217,0.0260829
The Gym Group,51.5842455,-0.0223887
The Gym Group,51.5554257,0.0652635
The Gym Group,51.5162629,-0.1369482
The Gym Group,51.4708353,-0.0689166
The Gym Group,51.425784,-0.049901
The Gym Group,51.3933092,0.1107186
The Gym Group - Hounslow,51.4707041,-0.3629581
The Gym Way,51.5143057,-0.1570999
The House Of Yoga,51.4613726,-0.2186398
The Indian Gymkhana Club,51.4794457,-0.3503736
The Island Reformer Pilates,51.5405648,-0.0224739
The Kensington Studio,51.4965688,-0.1932562
The Laboratory Spa & Health Club,51.5939998,-0.1330279
The Lane,51.4531483,-0.007936
The Life Centre Notting Hill,51.5073886,-0.1958125
The London Fit Club,51.4911763,-0.0394312
The Manor LDN,51.5654484,-0.1076602
The Movement Clinic,51.527998,-0.2165865
The Movement Studio,51.5495776,-0.1079741
The Northwood Club,51.602053,-0.4195904
The Park Club,51.5926577,-0.1130513
The Pilates Space,51.4306539,0.0836783
The Refinery,51.5440279,-0.0476245
The Reformery,51.5516643,0.0295516
The Ring,51.5039916,-0.1011392
The Saraswati Yoga Studio,51.3640442,-0.2011137
The Strength Room,51.5117063,0.0055367
The Unit,51.4901361,-0.4379851
The Vault Gym,51.5235775,-0.0839076
The Wick CrossFit,51.5422489,-0.0257384
The Yard,51.4696043,-0.0663366
The Yoga Bar,51.4474065,-0.3282298
Third Place Islington,51.5385588,-0.1036232
Third Space,51.5180851,-0.1504361
Third Space,51.5102447,-0.0805639
Third Space,51.5052345,-0.0797405
Third Space,51.5045989,-0.0163201
Third Space,51.4803007,-0.1434958
Third Space,51.460224,-0.3062581
TO GYM,51.5839907,-0.2001134
Tokei Centre,51.5035613,-0.0814852
Total Chi Yoga,51.5238603,-0.1585197
Train Fitness,51.5022185,-0.1002482
Trelawney Estate Outdoor Gym Area,51.5448836,-0.0525706
Tribe Gym,51.6580477,-0.2013346
Trinity Fit,51.5852963,-0.1151944
Triyoga,51.5397174,-0.1470397
Triyoga,51.5239673,-0.0725149
Triyoga,51.5139095,-0.307794
Triyoga,51.5125528,-0.1384983
Triyoga,51.4842213,-0.1766136
truGym,51.5770856,-0.124922
truGym,51.407177,0.0160962
Twist Studios,51.4751648,-0.0962819
Ultimate Performance,51.5150179,-0.1768893
Ultimate Performance,51.5020137,-0.0131467
Urban Fitness,51.5120408,-0.069059
Urban Fitness,51.4840458,-0.1846797
Victoria Park Fitness,51.5444064,-0.0326753
Victoria Park Harriers and Tower Hamlets Athletics Club,51.5443655,-0.0326053
Victoria Park Outdoor Gym,51.5402594,-0.0329723
Virgin Active,51.6076744,-0.2105338
Virgin Active,51.6026397,0.0687847
Virgin Active,51.5806798,-0.1226819
Virgin Active,51.5480259,-0.181497
Virgin Active,51.531151,-0.104843
Virgin Active,51.5230237,-0.0893442
Virgin Active,51.5178552,-0.0974636
Virgin Active,51.5160543,-0.211825
Virgin Active,51.5120604,-0.3029906
Virgin Active,51.5117478,-0.0903972
Virgin Active,51.5097075,-0.1216567
Virgin Active,51.5064419,-0.0286416
Virgin Active,51.5025858,-0.1896846
Virgin Active,51.4948367,-0.275695
Virgin Active,51.492961,-0.2201124
Virgin Active,51.4863621,-0.1811091
Virgin Active,51.4845098,-0.2085182
Virgin Active,51.4663379,-0.141973
Virgin Active,51.4622969,-0.1902282
Virgin Active,51.4555816,-0.3394984
Virgin Active,51.4328685,-0.1297903
Virgin Active,51.4210004,-0.2102387
Virgin Active,51.3970459,0.0385786
Virgin Active,51.3729405,-0.1010837
Vita Boutique Fitness,51.492199,-0.1579029
Vita Pilates,51.4935799,-0.1670252
Waking Dreams,51.5357657,-0.0615983
Warrior Fitness,51.4188268,-0.0797289
West4 Gym,51.489173,-0.2700824
White Room Fitness,51.4951433,-0.1483086
Wimbledon Fitness Centre,51.4097235,-0.2129191
Wimbledon Kickboxing and Boxing Club,51.4059793,-0.2149429
WIT,51.513977,-0.09612
WIT,51.5139662,-0.0960066
Xcelerate Gym,51.6073753,-0.2758767
Xcelerate Gyms,51.5394094,-0.0544894
Xercise4Less,51.466661,-0.3688798
Yoga Barre Pilates,51.5466587,-0.0238283
Yoga Base,51.5387111,-0.1439606
Yoga Centre,51.5824704,-0.1186294
Yoga Feeling,51.3775691,0.0100887
Yoga Home,51.5551285,-0.0802024
Yoga Junction,51.5804261,-0.1152674
Yoga On The Lane,51.5529315,-0.0703191
Yogahaven,51.4644858,-0.3000871
YogaHaven,51.4635716,-0.1405327
Yogarise,51.4699198,-0.0671473
Yogarise Queen's Park,51.5315837,-0.2096756
Yonder The Studio,51.5896044,-0.0408255
Zen Yoga,51.4724504,-0.0882886
Zero Gravity Pilates,51.5873823,-0.133278
Zero Gravity Pilates,51.4444626,-0.3429817
Zone A (Gymnasium),51.4563457,-0.2082397
#NAME?,51.5873676,-0.1331673
#NAME?,51.5860311,-0.1472704
,51.6522417,-0.1979836
,51.626235,-0.0645624
,51.6115967,0.2089362
,51.6042703,-0.2845859
,51.5922696,0.2176325
,51.5916127,0.2163429
,51.5771619,0.1850757
,51.5625775,0.2159086
,51.5576228,0.1625204
,51.55405,-0.1112853
,51.5458507,-0.0003505
,51.545595,-0.0012397
,51.5425826,-0.1725647
,51.5315658,-0.0128587
,51.5228068,-0.1698332
,51.5184608,-0.1888936
,51.5108807,-0.0139539
,51.5107093,0.0057223
,51.5068102,0.068324
,51.4965953,-0.0861615
,51.4935404,-0.1171516
,51.4931673,-0.2350123
,51.4867772,-0.0100332
,51.4863323,0.077851
,51.485603,0.0086318
,51.4823216,0.0924258
,51.4821475,0.0800938
,51.4796835,0.1812829
,51.4756385,0.0392467
,51.4668352,-0.1426245
,51.4534052,-0.1208816
,51.4523102,0.1888256
,51.4502357,-0.3315577
,51.4422248,-0.0468627
